price,volume,time,timestamp,type,order_type,trade_id
103829.0,0.00798057,2025-05-14 05:03:52,1747199032.7198813,buy,market,83034873
103829.1,5.056e-05,2025-05-14 05:03:52,1747199032.7198813,buy,market,83034874
103829.7,0.0401247,2025-05-14 05:03:52,1747199032.7198813,buy,market,83034875
103829.6,0.004426,2025-05-14 05:03:56,1747199036.1230056,sell,market,83034876
103829.7,0.00294243,2025-05-14 05:04:01,1747199041.129679,buy,market,83034877
103818.0,5.056e-05,2025-05-14 05:04:12,1747199052.1887174,sell,market,83034880
103829.6,0.0001,2025-05-14 05:04:12,1747199052.1887174,sell,market,83034878
103807.0,5.057e-05,2025-05-14 05:04:12,1747199052.1887174,sell,market,83034881
103800.5,0.00111687,2025-05-14 05:04:12,1747199052.1887174,sell,market,83034882
103829.6,0.001,2025-05-14 05:04:12,1747199052.1887174,sell,market,83034879
103800.6,0.00064512,2025-05-14 05:04:14,1747199054.9409273,buy,market,83034884
103800.6,9.632e-05,2025-05-14 05:04:14,1747199054.9409273,buy,market,83034883
103800.5,0.000273,2025-05-14 05:04:19,1747199059.3859437,sell,market,83034885
103815.3,0.0009238,2025-05-14 05:04:55,1747199095.9513247,buy,market,83034886
103817.9,0.000915,2025-05-14 05:04:58,1747199098.5643282,sell,market,83034887
103840.1,5.056e-05,2025-05-14 05:04:58,1747199098.869413,buy,market,83034893
103838.0,0.00030258,2025-05-14 05:04:58,1747199098.869413,buy,market,83034892
103829.7,0.00775511,2025-05-14 05:04:58,1747199098.869413,buy,market,83034891
103829.0,5.056e-05,2025-05-14 05:04:58,1747199098.869413,buy,market,83034890
103818.0,5.057e-05,2025-05-14 05:04:58,1747199098.869413,buy,market,83034888
103818.0,0.00798045,2025-05-14 05:04:58,1747199098.869413,buy,market,83034889
103843.3,0.08703145,2025-05-14 05:04:58,1747199098.869413,buy,market,83034894
103843.3,9.807e-05,2025-05-14 05:05:01,1747199101.829933,buy,market,83034895
103845.6,0.00034387,2025-05-14 05:05:01,1747199101.8299332,buy,market,83034896
103850.0,9.733e-05,2025-05-14 05:05:16,1747199116.4302394,sell,market,83034897
103850.0,0.00368219,2025-05-14 05:05:16,1747199116.7807407,sell,limit,83034898
103850.1,9.487e-05,2025-05-14 05:05:33,1747199133.0393953,buy,limit,83034899
103850.0,0.001,2025-05-14 05:05:36,1747199136.2382205,sell,limit,83034901
103850.0,0.01127512,2025-05-14 05:05:36,1747199136.2382205,sell,limit,83034902
103850.0,0.0001,2025-05-14 05:05:36,1747199136.2382205,sell,limit,83034900
103850.0,0.000126,2025-05-14 05:05:38,1747199138.7394931,sell,market,83034903
103850.1,0.03661046,2025-05-14 05:05:53,1747199153.6780565,buy,market,83034904
103850.1,0.00035576,2025-05-14 05:06:13,1747199173.2941675,buy,limit,83034905
103850.0,0.01163782,2025-05-14 05:06:35,1747199195.2792864,sell,limit,83034906
103850.0,0.003177,2025-05-14 05:06:37,1747199197.9732857,sell,market,83034907
103850.0,0.01797059,2025-05-14 05:06:40,1747199200.2433097,sell,limit,83034908
103850.0,0.01,2025-05-14 05:06:41,1747199201.4262056,sell,limit,83034909
103850.1,0.00772137,2025-05-14 05:06:46,1747199206.722225,buy,market,83034910
103850.1,0.00100226,2025-05-14 05:06:46,1747199206.722225,buy,market,83034911
103850.1,8.803e-05,2025-05-14 05:06:50,1747199210.6842709,buy,limit,83034912
103850.1,0.005,2025-05-14 05:06:51,1747199211.8816679,buy,market,83034913
103850.1,0.00144439,2025-05-14 05:06:52,1747199212.6384861,buy,market,83034914
103850.0,0.000124,2025-05-14 05:06:53,1747199213.7717147,sell,market,83034915
103850.1,0.00056922,2025-05-14 05:07:00,1747199220.4604535,buy,limit,83034916
103850.1,0.00014211,2025-05-14 05:07:02,1747199222.7783494,buy,market,83034917
103850.1,0.010632,2025-05-14 05:07:09,1747199229.4032748,buy,market,83034918
103850.1,0.00058537,2025-05-14 05:07:10,1747199230.695636,buy,limit,83034919
103850.1,9.487e-05,2025-05-14 05:07:41,1747199261.123925,buy,limit,83034920
103850.0,0.00244343,2025-05-14 05:07:50,1747199270.974869,sell,limit,83034921
103850.1,0.00156481,2025-05-14 05:08:02,1747199282.3718488,buy,market,83034922
103850.0,0.000121,2025-05-14 05:08:38,1747199318.7208974,sell,market,83034923
103850.0,0.0017104,2025-05-14 05:08:45,1747199325.7098238,sell,limit,83034924
103850.1,0.00037116,2025-05-14 05:08:48,1747199328.5497432,buy,limit,83034925
103850.1,9.394e-05,2025-05-14 05:09:05,1747199345.948929,buy,limit,83034926
103850.1,0.03558956,2025-05-14 05:09:12,1747199352.5142343,buy,market,83034927
103850.0,0.000366,2025-05-14 05:09:15,1747199355.4996827,sell,market,83034928
